价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,每平米价格
2830.0,13.0,14467-D,5室1卫,6/26层,朝阳区,十里河,嘉多丽园,"地铁：距10号线,14号线东段,17号线十里河站250米",217.69230769230768
2900.0,13.0,1571-B,3室1卫,3/6层,朝阳区,青年路,雅成一里,地铁：距6号线青年路站550米,223.07692307692307
2380.0,9.0,1620-C,3室1卫,15/21层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米,264.44444444444446
2450.0,10.0,1598-B,5室1卫,8/28层,朝阳区,青年路,甘露家园,地铁：距6号线青年路站700米,245.0
6400.0,58.0,17018-A,1室1卫,7/28层,海淀区,六道口,双清路2号院,地铁：距15号线六道口站1800米,110.34482758620689
1820.0,15.0,17185-B,3室1卫,2/6层,房山区,良乡大学城西,阳光邑上,地铁：距房山线良乡大学城西站750米,121.33333333333333
2860.0,10.0,17606-B,4室1卫,5/19层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米",286.0
2210.0,12.0,18983-C,4室1卫,1/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米,184.16666666666666
2570.0,19.0,2239-B,3室1卫,1/6层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米,135.26315789473685
2530.0,13.0,19805-D,4室1卫,27/28层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,194.6153846153846
2310.0,14.0,23420-C,3室1卫,15/17层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米,165.0
1410.0,12.0,24501-B,4室1卫,1/6层,房山区,良乡大学城西,鸿顺园东区,地铁：距房山线良乡大学城西站350米,117.5
3210.0,11.0,2436-B,3室1卫,5/26层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米",291.8181818181818
1540.0,8.0,25571-B,4室1卫,7/23层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米,192.5
1420.0,8.0,25556-A,4室1卫,20/20层,门头沟区,小园,保利首开四季怡园,地铁：距S1线小园站950米,177.5
2030.0,15.0,27478-A,4室1卫,7/12层,顺义区,石门,石景苑,地铁：距15号线石门站850米,135.33333333333334
2030.0,9.0,32740-A,2室1卫,3/6层,大兴区,枣园,滨河东里,地铁：距4号线大兴线枣园站850米,225.55555555555554
1470.0,10.0,32549-A,3室1卫,6/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米,147.0
2830.0,16.0,37940-B,3室1卫,6/18层,丰台区,大红门,鑫福里小区,"地铁：距8号线南段,10号线大红门站450米",176.875
2350.0,8.0,43031-B,4室1卫,4/5层,昌平区,回龙观,南店新村,地铁：距8号线育新站1100米,293.75
2650.0,14.0,4125-C,4室1卫,9/12层,朝阳区,常营,万象新天二区,地铁：距6号线常营站400米,189.28571428571428
2400.0,10.0,45856-C,3室1卫,5/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米,240.0
2370.0,11.0,46160-A,3室1卫,10/11层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米,215.45454545454547
2290.0,8.0,35-C,4室1卫,8/22层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米,286.25
3610.0,56.0,48298-A,1室1卫,3/6层,房山区,广阳城,广阳城新区,地铁：距房山线广阳城站300米,64.46428571428571
3630.0,12.0,47973-C,3室1卫,2/5层,朝阳区,香河园,新源里西,地铁：距17号线香河园站500米,302.5
2530.0,8.0,50978-A,3室1卫,12/18层,朝阳区,劲松,农光东里,地铁：距10号线劲松站700米,316.25
1510.0,10.0,52767-C,3室1卫,10/19层,房山区,良乡大学城北,智汇雅苑,地铁：距房山线良乡大学城北站450米,151.0
1500.0,10.0,57617-A,4室1卫,3/6层,房山区,广阳城,碧波园,地铁：距房山线广阳城站500米,150.0
3120.0,12.0,58877-B,3室1卫,6/28层,朝阳区,潘家园,百环花园,地铁：距10号线潘家园站250米,260.0
2690.0,22.0,62941-B,4室1卫,1/5层,通州区,北运河西,BOBO自由城,地铁：距6号线北运河西站800米,122.27272727272727
1960.0,15.0,64543-C,3室1卫,1/21层,房山区,长阳,首开熙悦山澜庭,地铁：距房山线长阳站300米,130.66666666666666
2910.0,18.0,66150-C,3室1卫,5/6层,朝阳区,四惠,百子湾路2号楼,地铁：距7号线百子湾站1250米,161.66666666666666
2580.0,11.0,69360-B,3室1卫,27/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米,234.54545454545453
2780.0,18.0,70093-A,2室1卫,2/5层,石景山区,古城,十万坪,地铁：距1号线古城站600米,154.44444444444446
1890.0,12.0,69776-C,3室1卫,5/6层,大兴区,黄村西大街,兴政东里,地铁：距4号线大兴线黄村西大街站1000米,157.5
1970.0,12.0,76524-B,3室1卫,15/17层,昌平区,南邵,何营路小区,地铁：,164.16666666666666
2550.0,14.0,8221-C,3室1卫,27/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米,182.14285714285714
3620.0,8.0,80929-B,5室2卫,5/10层,朝阳区,朝阳门,吉庆里小区,"地铁：距2号线,6号线朝阳门站600米",452.5
1910.0,9.0,115101-D,4室1卫,5/7层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米,212.22222222222223
3610.0,19.0,10422-A,2室1卫,1/5层,朝阳区,金台夕照,呼家楼新街大院,地铁：距10号线金台夕照站600米,190.0
2760.0,8.0,131694-C,4室1卫,19/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米",345.0
6150.0,73.0,134721-A,2室1卫,2/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米,84.24657534246575
1720.0,9.0,142843-A,4室1卫,17/20层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米,191.11111111111111
2470.0,12.0,143798-B,3室1卫,15/15层,丰台区,大葆台,欣葆家园二区,地铁：距房山线大葆台站650米,205.83333333333334
1850.0,13.0,134432-A,3室1卫,3/6层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米,142.30769230769232
1780.0,16.0,145679-B,2室1卫,4/6层,昌平区,昌平,御路园,地铁：距昌平线昌平站1050米,111.25
2170.0,9.0,145439-C,3室1卫,1/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米,241.11111111111111
2660.0,21.0,145916-C,3室1卫,1/6层,昌平区,回龙观东大街,天龙苑,地铁：距8号线回龙观东大街站650米,126.66666666666667
2950.0,14.0,145763-A,3室1卫,5/6层,海淀区,育新,常秀家园,地铁：距8号线育新站1450米,210.71428571428572
2040.0,11.0,146229-A,2室1卫,6/8层,房山区,稻田,长景新园,地铁：距房山线稻田站350米,185.45454545454547
2240.0,8.0,147307-C,3室1卫,5/28层,朝阳区,垡头,垡头翠城馨园南区,地铁：距7号线垡头站850米,280.0
2450.0,16.0,13643-A,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,153.125
2000.0,11.0,155106-C,3室1卫,1/6层,通州区,通州北苑,新仓路27号院,地铁：距八通线通州北苑站1000米,181.8181818181818
5830.0,50.0,155551-A,1室1卫,12/12层,东城区,广渠门内,绿景苑,地铁：距7号线广渠门内站650米,116.6
4730.0,20.0,157219-B,2室1卫,3/16层,海淀区,大钟寺,蓟门东里,"地铁：距12号线,13号线大钟寺站700米",236.5
2610.0,17.0,14949-B,2室1卫,5/5层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米,153.52941176470588
1820.0,10.0,149-C,4室2卫,5/6层,通州区,果园,翠屏北里西区,地铁：距八通线果园站400米,182.0
6290.0,59.0,18471-A,1室1卫,18/24层,朝阳区,高碑店,兴隆家园,地铁：距八通线高碑店站600米,106.61016949152543
3250.0,17.0,22743-C,3室1卫,16/21层,朝阳区,青年路,朝阳无限芳菁苑,地铁：距6号线青年路站750米,191.1764705882353
2580.0,14.0,2408-A,3室1卫,17/26层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米,184.28571428571428
2580.0,13.0,2408-B,3室1卫,17/26层,朝阳区,常营,北辰福第中区,地铁：距6号线常营站450米,198.46153846153845
1200.0,11.0,24840-D,5室2卫,2/3层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米,109.0909090909091
2070.0,10.0,22996-A,3室1卫,5/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米,207.0
2030.0,12.0,24391-B,3室1卫,6/6层,通州区,次渠,府东苑,"地铁：距亦庄线,17号线次渠站1150米",169.16666666666666
2940.0,12.0,2592-A,4室1卫,4/6层,东城区,广渠门外,双花园南里,"地铁：距7号线,17号线广渠门外站650米",245.0
1750.0,15.0,26889-A,3室1卫,14/15层,房山区,篱笆房,加州水郡四期,地铁：距房山线篱笆房站2550米,116.66666666666667
2010.0,9.0,35007-B,3室1卫,22/24层,通州区,次渠南,次渠家园东里2区,地铁：距亦庄线次渠南站450米,223.33333333333334
2960.0,20.0,29731-C,4室1卫,6/6层,昌平区,龙泽,金达园,地铁：距13号线龙泽站1250米,148.0
3620.0,21.0,37446-C,4室1卫,5/6层,朝阳区,褡裢坡,美然动力A3区,地铁：距6号线褡裢坡站500米,172.38095238095238
2930.0,14.0,36834-C,3室1卫,3/7层,朝阳区,劲松,劲松二区,地铁：距10号线劲松站600米,209.28571428571428
2690.0,8.0,35309-C,4室1卫,15/18层,海淀区,海淀五路居,定慧福里,地铁：距6号线海淀五路居站250米,336.25
2540.0,8.0,43085-A,3室1卫,23/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米,317.5
3600.0,11.0,334-B,3室2卫,6/31层,朝阳区,望京南,嘉润花园,地铁：距14号线东段望京南站300米,327.27272727272725
4220.0,19.0,31713-A,2室1卫,6/6层,朝阳区,三元桥,静安里,"地铁：距10号线,12号线,机场线三元桥站900米",222.10526315789474
1950.0,10.0,46036-A,3室1卫,4/15层,顺义区,石门,当代北辰悦moma,地铁：距15号线石门站850米,195.0
2110.0,11.0,47315-C,4室1卫,2/11层,通州区,果园,金源泉,地铁：距八通线果园站150米,191.8181818181818
2730.0,14.0,48416-B,3室1卫,17/20层,朝阳区,褡裢坡,福盈家园3号院,地铁：距6号线褡裢坡站450米,195.0
3020.0,23.0,50176-A,3室1卫,1/6层,丰台区,刘家窑,定安东里,地铁：距5号线刘家窑站600米,131.30434782608697
2740.0,14.0,5105-C,3室1卫,23/29层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米,195.71428571428572
1840.0,10.0,51042-D,4室1卫,2/6层,丰台区,火箭万源,清和园,地铁：距8号线南段火箭万源站1450米,184.0
2440.0,10.0,53712-B,3室1卫,22/22层,朝阳区,双合,建工双合家园,地铁：距7号线双合站350米,244.0
1660.0,12.0,54375-C,3室1卫,6/12层,顺义区,石门,澜西园,地铁：距15号线石门站2200米,138.33333333333334
3160.0,9.0,54638-B,3室1卫,2/6层,朝阳区,呼家楼,团结湖南里,"地铁：距6号线,10号线呼家楼站100米",351.1111111111111
2450.0,9.0,64203-A,3室1卫,26/26层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米,272.22222222222223
2650.0,11.0,65986-A,2室1卫,2/5层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米,240.9090909090909
2500.0,11.0,66217-C,3室1卫,17/27层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米,227.27272727272728
1710.0,10.0,71318-C,3室1卫,1/11层,通州区,果园,晟世嘉园,地铁：距八通线果园站1500米,171.0
2090.0,9.0,72148-D,4室1卫,5/6层,通州区,物资学院路,天赐良园东三期,地铁：距6号线物资学院路站250米,232.22222222222223
2440.0,9.0,8641-B,3室1卫,18/20层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米,271.1111111111111
2750.0,15.0,9124-B,3室1卫,17/23层,丰台区,六里桥东,建茗园,地铁：距9号线六里桥东站1750米,183.33333333333334
1400.0,11.0,122125-B,3室1卫,1/6层,房山区,广阳城,小西庄回迁楼,地铁：距房山线广阳城站1300米,127.27272727272727
1490.0,15.0,124724-C,3室1卫,8/10层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米,99.33333333333333
2170.0,12.0,109-A,3室1卫,2/11层,通州区,九棵树,蓝调沙龙,地铁：距八通线九棵树站550米,180.83333333333334
2520.0,17.0,139872-A,4室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,148.23529411764707
2600.0,8.0,142241-A,3室1卫,5/6层,海淀区,万寿路,大件厂宿舍,地铁：距1号线万寿路站400米,325.0
1700.0,7.0,140400-A,2室1卫,2/6层,通州区,九棵树,新华南路153号院,地铁：距八通线果园站800米,242.85714285714286
3470.0,18.0,143254-A,2室1卫,2/4层,朝阳区,十里堡,十里堡东里,地铁：距6号线十里堡站700米,192.77777777777777
2580.0,9.0,142683-B,2室1卫,14/18层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米,286.6666666666667
7060.0,80.0,142819-A,2室1卫,5/6层,海淀区,育新,龙博苑三区,地铁：距8号线育新站700米,88.25
2850.0,12.0,144410-B,3室1卫,18/24层,朝阳区,十里堡,朝阳嘉园,地铁：距6号线十里堡站700米,237.5
2010.0,15.0,138885-B,3室1卫,1/6层,通州区,梨园,北杨洼小区,地铁：距八通线梨园站550米,134.0
3300.0,9.0,144137-A,2室1卫,10/10层,朝阳区,金台路,金台里,"地铁：距6号线,14号线东段金台路站550米",366.6666666666667
2920.0,12.0,146896-A,3室1卫,10/20层,朝阳区,北苑路北,北苑佳兴园,地铁：距5号线北苑路北站600米,243.33333333333334
1570.0,11.0,147150-B,3室1卫,5/6层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米,142.72727272727272
2640.0,19.0,147157-B,2室1卫,5/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米,138.94736842105263
1770.0,11.0,143478-B,3室1卫,3/11层,房山区,稻田,长景新园,地铁：距房山线稻田站350米,160.9090909090909
1820.0,8.0,150391-B,3室1卫,11/16层,丰台区,东高地,蓝天怡景,地铁：距8号线南段东高地站1450米,227.5
8480.0,87.0,152084-A,2室1卫,5/30层,朝阳区,青年路,国美第一城东区,地铁：距6号线青年路站1050米,97.47126436781609
1550.0,8.0,14250-D,4室1卫,2/18层,通州区,通运门,京贸家园,地铁：距6号线通运门站2650米,193.75
1930.0,14.0,158919-A,3室1卫,3/26层,大兴区,黄村火车站,长兴公寓,地铁：距4号线大兴线黄村火车站站900米,137.85714285714286
2180.0,10.0,18372-A,3室1卫,6/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米,218.0
3430.0,20.0,204-A,2室1卫,3/5层,朝阳区,劲松,劲松一区,地铁：距10号线劲松站300米,171.5
2640.0,8.0,204-B,2室1卫,3/5层,朝阳区,劲松,劲松一区,地铁：距10号线劲松站300米,330.0
2690.0,11.0,20224-B,3室1卫,5/6层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米,244.54545454545453
2430.0,13.0,20043-A,4室1卫,10/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,186.92307692307693
2390.0,13.0,20874-A,4室1卫,1/6层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米,183.84615384615384
2870.0,18.0,28926-B,2室1卫,5/5层,石景山区,古城,古城南路,地铁：距1号线古城站500米,159.44444444444446
3900.0,20.0,28438-E,5室1卫,3/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米",195.0
2460.0,15.0,29652-C,4室1卫,1/6层,通州区,物资学院路,天赐良园东三期,地铁：距6号线物资学院路站250米,164.0
2070.0,11.0,25955-B,4室1卫,3/21层,朝阳区,小红门,鸿博家园一期C区,地铁：距亦庄线小红门站1400米,188.1818181818182
3160.0,11.0,26613-B,3室1卫,11/24层,海淀区,西二旗,智学苑,"地铁：距13号线,昌平线西二旗站450米",287.27272727272725
2450.0,11.0,34248-B,4室1卫,3/10层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米,222.72727272727272
3560.0,16.0,36800-B,2室1卫,2/6层,丰台区,马家堡,玉林里小区,地铁：距4号线大兴线马家堡站1600米,222.5
2930.0,15.0,42464-B,3室1卫,3/21层,朝阳区,南楼梓庄,世纪东方嘉园北区,地铁：距7号线南楼梓庄站700米,195.33333333333334
1820.0,14.0,42701-B,4室1卫,5/12层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米,130.0
1930.0,10.0,4154-C,3室1卫,6/20层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米,193.0
1590.0,7.0,49064-C,3室1卫,4/6层,大兴区,大兴新城,新安里,地铁：距4号线大兴线清源路站1850米,227.14285714285714
3010.0,11.0,46968-B,3室1卫,2/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米",273.6363636363636
2700.0,8.0,49547-A,2室1卫,5/25层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米,337.5
2870.0,22.0,50638-D,4室1卫,2/6层,大兴区,亦庄文化园,听涛雅苑,地铁：距亦庄线亦庄文化园站950米,130.45454545454547
2040.0,11.0,52466-D,5室2卫,3/6层,大兴区,旧宫,育龙家园,地铁：距亦庄线旧宫站1150米,185.45454545454547
3230.0,21.0,54028-A,3室1卫,4/6层,西城区,陶然亭,右安门内西街甲10号院,地铁：距4号线大兴线陶然亭站1450米,153.8095238095238
2830.0,23.0,66832-D,4室1卫,23/25层,大兴区,亦庄文化园,大雄城市花园,地铁：距亦庄线亦庄文化园站650米,123.04347826086956
2960.0,15.0,9306-D,4室1卫,4/20层,丰台区,公益西桥,星河苑2号院,地铁：距4号线大兴线公益西桥站200米,197.33333333333334
1530.0,8.0,116881-D,4室1卫,3/4层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米,191.25
3230.0,17.0,141706-A,4室1卫,4/6层,丰台区,科怡路,恒富中街6号院,地铁：距9号线科怡路站200米,190.0
3020.0,8.0,147507-B,3室1卫,5/9层,海淀区,上地,金隅美和园,地铁：距13号线上地站250米,377.5
3430.0,50.0,145861-A,1室1卫,7/12层,通州区,群芳,久居雅园,地铁：距7号线群芳站800米,68.6
1680.0,8.0,153445-B,4室1卫,9/11层,通州区,通州北苑,馨通家园,地铁：距6号线物资学院路站1400米,210.0
5200.0,70.0,153867-A,1室1卫,10/21层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米,74.28571428571429
2890.0,15.0,18421-C,4室1卫,6/7层,朝阳区,四惠东,康家园,"地铁：距1号线,八通线四惠东站300米",192.66666666666666
5500.0,74.0,19946-B,1室1卫,1/17层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米,74.32432432432432
1650.0,14.0,22553-B,4室1卫,4/6层,顺义区,顺义,石园南区,地铁：距15号线顺义站2600米,117.85714285714286
1250.0,10.0,27352-B,3室1卫,4/6层,房山区,星城,星城北里,地铁：距燕房线星城站200米,125.0
1410.0,10.0,32226-C,4室1卫,3/6层,顺义区,俸伯,裕龙六区,地铁：距15号线俸伯站1650米,141.0
1850.0,14.0,32630-D,4室1卫,6/6层,昌平区,天通苑北,名佳花园三区,地铁：距5号线天通苑北站2600米,132.14285714285714
1680.0,18.0,33217-C,5室2卫,6/7层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米,93.33333333333333
2460.0,10.0,35865-C,3室1卫,3/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米,246.0
2530.0,12.0,38132-A,3室1卫,7/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米,210.83333333333334
2000.0,21.0,38001-A,4室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米,95.23809523809524
1770.0,12.0,40883-A,4室1卫,2/16层,房山区,良乡南关,嘉瑞通小区,地铁：距房山线良乡南关站150米,147.5
2920.0,18.0,28223-B,4室1卫,13/15层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米,162.22222222222223
3020.0,17.0,31656-E,5室2卫,10/12层,丰台区,角门东,怡然家园6号院,地铁：距10号线角门东站400米,177.64705882352942
3140.0,16.0,4034-C,3室1卫,3/25层,朝阳区,立水桥南,北苑家园绣菊园,地铁：距5号线立水桥南站750米,196.25
3260.0,16.0,422-A,4室2卫,4/10层,海淀区,清河,上第MOMA,地铁：距13号线清河站500米,203.75
1160.0,12.0,40566-B,6室2卫,5/5层,房山区,星城,星城北里,地铁：距燕房线星城站200米,96.66666666666667
2620.0,12.0,4770-B,4室1卫,6/6层,昌平区,天通苑南,太平家园,地铁：距5号线天通苑南站450米,218.33333333333334
2090.0,10.0,5488-B,4室1卫,4/15层,朝阳区,管庄,远洋一方一区,地铁：距八通线管庄站700米,209.0
1450.0,12.0,61058-C,3室1卫,2/9层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米,120.83333333333333
2170.0,14.0,72498-A,4室1卫,16/21层,通州区,通州北关,财富东方,地铁：距6号线通州北关站800米,155.0
1940.0,9.0,72498-C,4室1卫,16/21层,通州区,通州北关,财富东方,地铁：距6号线通州北关站800米,215.55555555555554
1710.0,8.0,51550-C,4室1卫,1/9层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米,213.75
1890.0,11.0,72250-A,2室1卫,4/6层,大兴区,黄村火车站,车站北里,地铁：距4号线大兴线黄村火车站站600米,171.8181818181818
2280.0,10.0,8902-B,3室1卫,16/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米,228.0
2050.0,9.0,118409-B,5室2卫,5/6层,丰台区,科怡路,丰泽居一号院,地铁：距9号线科怡路站600米,227.77777777777777
2890.0,9.0,118865-B,3室1卫,1/6层,朝阳区,香河园,新源里东,地铁：距17号线香河园站650米,321.1111111111111
5680.0,56.0,133983-A,1室1卫,11/18层,丰台区,宋家庄,政馨园一区,"地铁：距5号线,10号线,亦庄线宋家庄站400米",101.42857142857143
1640.0,8.0,135630-A,2室1卫,1/6层,昌平区,昌平,清秀园南区,地铁：距昌平线昌平站950米,205.0
2160.0,14.0,136534-A,3室1卫,12/12层,通州区,果园,靓景明居,地铁：距八通线果园站1300米,154.28571428571428
2670.0,13.0,141777-C,4室1卫,5/22层,丰台区,角门西,玺萌苑,"地铁：距10号线,4号线大兴线角门西站550米",205.3846153846154
4010.0,20.0,132727-C,3室1卫,3/21层,朝阳区,四惠,都会华庭,"地铁：距1号线,八通线四惠站750米",200.5
1810.0,11.0,145335-A,3室1卫,1/11层,通州区,临河里,花涧溪,地铁：距八通线临河里站750米,164.54545454545453
5880.0,80.0,147784-A,2室1卫,3/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米,73.5
2410.0,24.0,144554-B,2室1卫,3/6层,通州区,北运河西,柳岸景园,地铁：距6号线北运河西站1300米,100.41666666666667
6590.0,94.0,149876-A,2室1卫,4/15层,昌平区,回龙观东大街,上坡佳园,地铁：距8号线回龙观东大街站450米,70.1063829787234
2390.0,12.0,16195-C,3室1卫,1/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米,199.16666666666666
2320.0,13.0,19566-C,3室1卫,18/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,178.46153846153845
1680.0,11.0,30130-B,3室1卫,20/29层,通州区,土桥,金隅通和园,地铁：距八通线土桥站1550米,152.72727272727272
2340.0,10.0,32428-A,2室1卫,2/19层,大兴区,瀛海,南海家园五里,地铁：距亦庄线荣昌东街站3750米,234.0
2430.0,10.0,3254-A,3室1卫,9/19层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米",243.0
2330.0,8.0,37886-C,3室1卫,2/6层,丰台区,刘家窑,刘家窑南里,地铁：距5号线刘家窑站500米,291.25
3430.0,13.0,38800-C,5室1卫,4/24层,朝阳区,望京,夏都盈座,地铁：距15号线望京东站1900米,263.84615384615387
2390.0,9.0,39459-B,3室1卫,1/6层,朝阳区,劲松,劲松七区,地铁：距10号线劲松站1150米,265.55555555555554
2160.0,8.0,46355-C,3室1卫,6/24层,丰台区,大红门,苗圃东里,"地铁：距8号线南段,10号线大红门站250米",270.0
3050.0,18.0,468-B,3室1卫,1/6层,昌平区,育知路,风雅园一区,地铁：距8号线育知路站450米,169.44444444444446
1460.0,8.0,52796-D,5室2卫,6/7层,通州区,北运河东,武夷花园牡丹园,地铁：距6号线北运河东站1850米,182.5
1860.0,10.0,52394-B,3室1卫,6/16层,顺义区,花梨坎,天裕昕园,地铁：距15号线花梨坎站2550米,186.0
4940.0,46.0,54232-A,1室1卫,4/7层,海淀区,玉泉路,青塔秀园,地铁：距1号线玉泉路站1950米,107.3913043478261
1840.0,10.0,57414-C,4室1卫,1/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米,184.0
2390.0,16.0,59967-B,4室1卫,2/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米,149.375
2410.0,8.0,69360-A,3室1卫,27/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米,301.25
1810.0,14.0,62397-A,4室1卫,2/6层,通州区,临河里,群芳园,地铁：距八通线临河里站1200米,129.28571428571428
2470.0,10.0,8441-A,4室1卫,1/6层,昌平区,龙泽,慧华苑,地铁：距13号线龙泽站700米,247.0
1940.0,13.0,9037-B,3室1卫,18/20层,通州区,群芳,海棠湾一期,地铁：距7号线群芳站750米,149.23076923076923
2150.0,18.0,9037-C,3室1卫,18/20层,通州区,群芳,海棠湾一期,地铁：距7号线群芳站750米,119.44444444444444
3310.0,20.0,9065-D,4室1卫,2/10层,昌平区,龙泽,佰嘉城,地铁：距13号线龙泽站1300米,165.5
3120.0,10.0,9071-B,3室1卫,17/25层,朝阳区,阜通,方舟苑,地铁：距14号线东段阜通站1500米,312.0
2010.0,14.0,114547-B,3室1卫,2/6层,通州区,北运河西,乔庄东区,地铁：距6号线北运河西站650米,143.57142857142858
1950.0,10.0,114675-B,2室1卫,4/6层,大兴区,黄村火车站,车站北里,地铁：距4号线大兴线黄村火车站站600米,195.0
2770.0,11.0,116505-A,2室1卫,5/6层,朝阳区,潘家园,东架松,地铁：距10号线潘家园站400米,251.8181818181818
2400.0,8.0,10556-D,4室1卫,20/24层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米",300.0
6490.0,66.0,130088-A,1室1卫,3/5层,东城区,永定门外,悠胜美苑,"地铁：距8号线南段,14号线东段永定门外站650米",98.33333333333333
3220.0,20.0,131261-C,4室1卫,5/14层,石景山区,八角游乐园,依翠园,地铁：距1号线八角游乐园站750米,161.0
2910.0,18.0,133371-B,2室1卫,5/6层,石景山区,八角游乐园,老山西里,地铁：距1号线八角游乐园站500米,161.66666666666666
3070.0,12.0,1149-D,5室1卫,4/8层,朝阳区,四惠,远洋天地三期,"地铁：距1号线,八通线四惠站600米",255.83333333333334
3080.0,17.0,135160-C,3室1卫,3/5层,海淀区,田村,永定路1号院,地铁：距6号线海淀五路居站1300米,181.1764705882353
3100.0,14.0,137774-E,5室1卫,2/16层,朝阳区,青年路,珠江罗马嘉园西区,地铁：距6号线青年路站500米,221.42857142857142
2440.0,9.0,1223-C,3室1卫,11/18层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米,271.1111111111111
2810.0,11.0,147112-B,2室1卫,14/25层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米,255.45454545454547
1840.0,8.0,147805-A,3室1卫,21/25层,通州区,通州北关,东阁雅舍,地铁：距6号线通州北关站850米,230.0
8490.0,102.0,147953-A,2室1卫,17/18层,海淀区,上地,清上园,地铁：距13号线上地站1050米,83.23529411764706
